,ABC News,CBS News,NBC News,NPR,Rush Limbaugh Show (radio),Sean Hannity Show (radio),Washington Post,The New York Times,HuffPost,Breitbart,BBC,Time,Univision,Vice,Daily Caller,Fox News,MSNBC,CNN,PBS,The Wall Street Journal,USA Today,Politico,BuzzFeed,Newsweek,Business Insider,Vox,The Hill,Washington Examiner,New York Post,The Guardian,Opinion of Trump,Party,Social Media Usage,Weights,Age/Sex Category
150,2,2,2,1,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,2,2,2,2,0,2,1,-1.0,Democrat,Hardly Ever,94.0,4.0
151,2,2,2,1,2,0,1,1,2,2,1,1,0,1,2,2,1,1,1,2,2,1,2,2,2,1,1,2,2,1,-1.0,Democrat,Often,82.0,6.0
152,2,2,2,2,1,1,2,2,2,0,2,2,0,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,0,1.0,Republican,Often,91.0,5.0
153,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,1,2,1,2,0,0,0,0,0,0,0,0,-1.0,Democrat,Never,52.0,7.0
154,2,2,2,1,2,2,2,1,2,2,1,2,2,0,0,2,2,2,1,2,2,2,2,2,0,0,0,0,0,2,-0.8,Independent,Hardly Ever,72.0,7.0
155,2,2,2,1,2,2,2,1,2,2,1,2,2,0,0,2,2,1,1,2,2,2,0,2,0,0,2,2,2,0,-1.0,Independent,Never,86.0,5.0
156,1,1,1,1,1,1,1,1,2,1,2,2,2,2,0,1,2,2,2,1,2,2,2,2,0,0,2,1,1,2,0.8,Independent,Hardly Ever,675.0,7.0
157,1,1,1,1,2,2,1,1,1,2,1,2,2,0,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,-1.0,Democrat,Never,83.0,5.0
158,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,Republican,Often,689.0,6.0
159,2,2,2,2,0,0,1,1,2,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-0.8,Independent,Never,427.0,4.0
160,1,1,1,0,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,1,0,0,2,0,0,0,0,2,0,0.5,Independent,Never,289.0,6.0
161,1,1,1,2,2,2,2,2,2,0,2,2,2,2,0,2,1,1,2,2,2,2,2,2,0,2,0,0,1,0,-1.0,Independent,Never,317.0,3.0
162,2,0,2,0,0,2,2,2,2,0,2,2,2,2,0,2,2,1,2,2,2,2,2,0,2,0,0,2,2,0,1.0,Independent,Hardly Ever,156.0,4.0
163,1,1,2,2,2,2,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,2,2,0,0.5,Independent,Often,180.0,4.0
164,1,1,1,2,0,2,2,1,2,2,2,2,2,0,0,2,2,2,1,1,2,2,2,2,0,0,2,0,2,2,-1.0,Democrat,Never,248.0,7.0
165,1,1,1,0,2,2,2,2,0,0,0,2,0,0,0,1,1,2,2,2,2,0,0,2,0,0,0,0,2,0,0.9,Republican,Never,1029.0,6.0
166,2,2,1,1,2,2,1,1,2,2,1,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1.0,Democrat,Sometimes,82.0,8.0
167,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,0.8,Republican,Never,160.0,5.0
168,1,2,2,2,2,2,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,2,2,0,0.5,Republican,Never,142.0,8.0
169,2,2,2,2,0,0,2,2,0,0,0,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,0.0,Republican,Sometimes,141.0,6.0
170,1,1,1,1,0,2,1,1,2,2,1,2,0,0,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-1.0,Democrat,Never,61.0,8.0
171,2,1,1,2,2,2,1,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,2,0,-0.8,Democrat,Hardly Ever,49.0,7.0
172,1,1,1,1,0,2,1,1,1,2,1,2,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,-0.8,Independent,Sometimes,204.0,7.0
173,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,2,1,2,2,2,2,0,2,0,0,0,2,2,2,0.7,Independent,Never,112.0,8.0
174,1,1,2,2,2,2,2,2,2,2,2,2,0,0,0,2,1,1,2,2,2,2,2,2,2,0,2,2,2,2,-1.0,Democrat,Hardly Ever,128.0,8.0
175,1,1,1,2,2,2,1,1,2,2,2,2,2,0,0,2,1,1,1,2,2,2,2,2,2,2,2,0,2,2,-1.0,Democrat,Never,209.0,8.0
176,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,2,2,0,0,1.0,Republican,Never,80.0,7.0
177,2,1,2,1,2,2,2,2,2,2,1,2,2,0,0,2,2,2,1,2,2,2,2,2,0,0,0,0,2,2,0.94,Republican,999,148.0,5.0
178,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,2,0,2,2,2,2,-1.0,Republican,Often,143.0,4.0
179,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,0,2,0,2,0,0.7,Republican,Never,118.0,6.0
180,2,2,2,2,1,1,2,2,2,1,2,2,2,0,2,1,2,1,2,2,2,2,2,2,2,0,2,2,2,2,0.6,Independent,Never,288.0,7.0
181,2,1,1,2,0,0,1,1,2,2,2,2,0,0,0,0,1,1,2,2,0,1,0,2,0,0,0,0,0,0,-1.0,Independent,Never,114.0,8.0
182,2,2,2,2,2,2,1,1,2,2,1,2,2,0,0,2,2,2,2,2,2,2,2,2,0,0,2,0,2,2,-0.98,Democrat,Never,58.0,7.0
183,1,2,2,1,2,0,1,2,0,2,2,2,2,0,0,2,2,1,1,2,2,2,2,2,0,0,0,2,2,2,-1.0,Democrat,Never,248.0,8.0
184,1,1,1,1,0,0,2,2,2,2,1,2,2,2,0,2,1,1,1,2,2,1,2,2,0,0,1,2,2,2,-1.0,Democrat,Sometimes,126.0,8.0
185,1,1,1,0,0,0,2,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,2,1,1,0,0,1,-0.6,Democrat,Often,285.0,6.0
186,2,2,2,1,2,2,2,1,2,2,2,2,2,0,0,2,2,2,1,1,2,2,2,2,0,2,0,2,2,2,-1.0,Independent,Never,71.0,7.0
187,2,1,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,2,0,0.0,Independent,Never,769.0,8.0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.98,Independent,Hardly Ever,338.0,6.0
189,1,1,1,0,2,2,0,2,0,0,0,2,0,0,0,1,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0.8,Democrat,Hardly Ever,253.0,8.0
190,2,2,2,1,2,0,1,1,2,2,1,2,2,2,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,-0.9,Independent,Sometimes,79.0,5.0
191,1,1,2,2,2,2,2,2,2,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,Republican,Hardly Ever,370.0,3.0
192,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,2,2,2,1,2,2,2,2,2,0,2,2,2,2,0.8,Republican,Sometimes,118.0,6.0
193,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,0.0,Independent,Never,182.0,4.0
194,1,2,2,2,1,1,2,2,2,2,2,2,2,0,0,1,1,2,2,2,2,2,2,2,0,0,2,0,0,0,0.6,Republican,Never,70.0,7.0
195,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,-0.98,Democrat,Sometimes,66.0,7.0
196,1,2,1,1,1,1,2,2,1,2,2,2,0,0,2,1,2,2,1,2,2,0,0,2,0,0,0,0,2,0,0.98,Republican,Never,77.0,3.0
197,1,1,1,2,2,2,2,2,2,1,2,2,0,0,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,-0.5,Independent,Hardly Ever,257.0,5.0
198,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,2,2,0,1,2,2,2,2,2,0,2,2,0,2,2,-1.0,Democrat,Never,51.0,7.0
199,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,-1.0,Democrat,Sometimes,53.0,7.0
200,2,2,1,1,0,2,2,1,0,0,1,2,0,0,0,2,1,1,1,1,2,2,2,2,0,2,0,0,2,2,-0.5,Democrat,Never,125.0,8.0
201,2,2,1,1,2,0,1,1,2,2,2,2,0,2,0,2,1,1,2,2,2,2,2,2,0,0,2,2,2,2,-1.0,Democrat,Never,136.0,7.0
202,2,2,2,2,2,2,2,2,2,2,1,2,0,0,2,1,2,2,1,2,2,2,2,2,0,0,0,0,0,0,1.0,Republican,Never,237.0,4.0
203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,0,0,2,0,0,0,0,2,0,0.8,Republican,Never,120.0,8.0
204,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,-1.0,Democrat,Never,84.0,8.0
205,1,2,2,2,2,1,2,2,0,0,2,2,0,0,0,1,2,2,2,1,1,0,0,2,0,0,0,2,0,2,-0.2,Republican,Never,192.0,8.0
206,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,0.8,Independent,Never,142.0,5.0
207,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,2,2,0,0,0,0,2,2,1.0,Republican,Often,109.0,6.0
208,2,2,1,1,0,0,2,2,2,0,1,2,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,-1.0,Independent,Never,79.0,5.0
209,1,1,1,2,2,2,1,1,1,2,2,2,0,2,2,1,1,1,2,1,1,1,1,2,2,2,1,0,2,0,-1.0,Democrat,Never,140.0,6.0
210,2,2,1,1,2,2,1,1,2,2,1,2,2,0,0,2,1,1,1,1,2,1,1,2,2,0,1,0,2,2,-1.0,Democrat,Never,66.0,7.0
211,2,2,2,2,1,1,2,2,2,0,2,2,0,0,0,1,2,2,2,2,2,0,0,2,0,0,0,2,2,0,0.9,Republican,Never,166.0,6.0
212,2,2,2,2,2,1,2,2,2,0,2,2,0,0,2,1,2,2,2,2,2,0,0,2,0,0,0,0,2,0,0.8,Independent,Sometimes,125.0,8.0
213,1,1,1,1,1,1,2,2,2,1,2,2,0,0,1,1,1,1,2,2,1,1,1,1,2,0,0,0,2,2,0.5,Independent,Sometimes,87.0,8.0
214,2,2,1,1,2,2,2,2,2,2,1,2,2,0,2,1,0,1,1,2,2,2,2,2,0,2,2,0,2,2,-0.8,Democrat,999,77.0,8.0
215,2,2,1,1,2,0,1,1,2,2,1,2,0,0,0,2,0,1,1,1,2,1,1,2,2,2,1,0,2,1,-1.0,Democrat,Often,105.0,8.0
216,1,2,2,1,2,2,2,2,2,0,1,2,0,0,0,2,2,1,1,2,2,0,0,2,0,0,0,0,2,0,-1.0,Independent,Sometimes,69.0,6.0
217,2,2,1,1,2,2,1,1,1,2,2,2,0,0,0,2,1,1,1,1,2,1,2,2,0,2,0,2,0,0,-1.0,Democrat,Sometimes,54.0,7.0
218,1,2,1,2,2,2,1,1,2,2,2,2,2,2,0,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,-1.0,Democrat,Often,106.0,7.0
219,1,1,1,1,2,0,1,1,1,2,2,2,2,0,0,1,1,1,1,1,2,1,2,2,0,2,2,2,2,0,-1.0,Independent,Never,149.0,7.0
220,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,-1.0,Independent,Often,978.0,3.0
221,2,2,2,0,2,0,2,2,2,0,2,2,0,0,2,1,2,2,2,2,2,2,2,2,0,0,2,2,2,0,0.0,Independent,Never,149.0,7.0
222,1,1,1,1,1,1,2,2,0,0,2,2,0,0,0,1,1,1,1,2,2,0,0,2,2,0,0,2,2,2,0.02,Republican,Hardly Ever,131.0,6.0
223,2,2,2,1,2,2,1,1,2,2,1,2,2,0,2,2,2,1,1,1,2,2,2,2,2,2,0,2,2,2,-1.0,Democrat,Never,52.0,5.0
224,1,1,1,1,1,2,2,2,0,2,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0.6,Republican,Hardly Ever,133.0,8.0
225,2,1,2,1,0,2,2,1,2,2,1,2,2,2,0,2,2,1,2,2,1,1,2,2,0,2,1,0,2,1,-0.6,Independent,Sometimes,101.0,3.0
226,2,2,2,1,0,2,2,1,2,2,1,2,2,0,0,2,1,2,2,2,2,1,2,2,0,0,0,0,2,0,-1.0,Democrat,Hardly Ever,110.0,6.0
227,1,1,1,1,0,2,1,1,2,0,1,2,2,2,0,1,1,1,1,2,2,2,2,2,2,0,0,0,2,2,-0.8,Democrat,Never,156.0,6.0
228,1,2,1,1,2,2,1,2,1,2,2,2,0,0,0,1,2,1,1,2,2,1,2,2,0,1,0,2,0,2,-1.0,Democrat,Hardly Ever,90.0,8.0
229,2,2,2,1,0,0,2,2,1,2,2,2,0,0,0,2,1,2,1,2,2,2,0,2,2,0,0,0,0,1,-1.0,Democrat,Sometimes,161.0,8.0
230,2,2,1,1,2,2,2,1,2,2,2,2,0,0,0,2,1,1,1,2,2,1,2,2,0,0,0,2,0,1,-1.0,Democrat,Hardly Ever,104.0,8.0
231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,0,0,2,0,0,0,0,2,0,1.0,Republican,Sometimes,208.0,7.0
232,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,Republican,Never,346.0,6.0
233,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,2,0,0,2,0.8,Republican,Sometimes,91.0,8.0
234,2,2,2,0,2,0,2,2,2,2,2,2,0,0,2,1,2,2,1,1,2,2,0,2,2,0,2,2,0,0,0.5,Republican,Never,265.0,8.0
235,2,2,1,1,2,2,1,1,1,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,-1.0,Democrat,Never,110.0,6.0
236,2,2,1,2,2,0,2,2,0,0,2,2,0,0,0,1,2,2,2,2,2,0,0,2,0,0,0,0,2,0,0.7,Independent,Hardly Ever,155.0,4.0
237,2,2,2,0,2,0,2,0,0,0,2,2,0,0,0,1,1,2,2,2,2,2,0,2,0,0,0,0,2,0,-0.86,Republican,Hardly Ever,244.0,5.0
238,2,1,1,1,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2,2,0,0,0,0,2,0,-1.0,Independent,Never,117.0,8.0
239,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,1,0,2,2,1,2,2,0,2,2,0,0,2,0,0,1.0,Republican,999,111.0,8.0
240,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,-1.0,Democrat,Often,131.0,6.0
241,1,1,1,0,2,0,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,2,0,1.0,Republican,Sometimes,526.0,8.0
242,2,1,2,2,0,0,2,2,0,0,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,-1.0,Democrat,Often,227.0,6.0
243,1,1,1,0,2,0,0,2,0,0,2,2,0,0,0,1,1,1,2,2,2,0,0,2,0,0,0,2,2,0,-1.0,Democrat,Sometimes,209.0,6.0
244,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.98,Republican,Often,264.0,5.0
245,1,1,1,2,2,0,2,2,1,2,1,2,0,0,0,2,2,2,1,0,0,0,2,0,0,0,0,0,0,2,-1.0,Democrat,Hardly Ever,59.0,8.0
246,2,2,2,2,2,0,2,2,2,0,2,2,2,0,0,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,-1.0,Independent,Sometimes,150.0,4.0
247,2,2,2,2,0,0,1,1,1,2,2,2,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,-0.9,Independent,Often,73.0,5.0
248,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0.0,Independent,Hardly Ever,102.0,5.0
249,1,2,1,1,2,2,1,1,2,2,2,1,0,0,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,-0.6,Independent,Sometimes,138.0,8.0
250,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,2,1,1,1,2,2,2,2,2,0,2,2,2,0,0.0,Independent,Never,84.0,5.0
251,2,2,2,1,0,0,1,1,2,0,2,2,0,0,0,2,1,1,1,1,2,1,0,2,0,0,0,0,0,2,-1.0,Democrat,Never,53.0,7.0
252,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0.5,Republican,Hardly Ever,399.0,6.0
253,1,1,1,1,2,2,1,1,2,2,1,2,2,1,0,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,-0.84,Democrat,Hardly Ever,341.0,6.0
254,2,2,2,2,1,2,2,2,2,1,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.4,Independent,Often,219.0,5.0
255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,Democrat,999,573.0,4.0
256,2,2,1,1,2,2,1,1,1,2,1,2,0,2,0,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,-1.0,Democrat,Never,71.0,6.0
257,2,2,1,1,2,2,2,2,2,2,1,2,2,0,0,2,2,2,2,2,2,1,2,2,0,0,0,0,2,2,-1.0,Democrat,Hardly Ever,67.0,6.0
258,2,1,2,0,2,2,2,2,2,0,1,2,2,0,0,2,2,1,2,2,2,2,0,2,2,0,0,2,2,0,-1.0,Independent,Never,212.0,8.0
259,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,2,2,2,1,2,2,0,0,2,0,0,0,0,2,2,-0.9,Democrat,Hardly Ever,119.0,7.0
260,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0.4,Republican,Never,70.0,7.0
261,2,2,2,2,2,2,2,2,0,0,2,2,2,0,0,2,2,2,2,0,2,0,2,2,0,0,0,0,2,0,-0.4,Independent,Never,122.0,6.0
262,1,1,1,1,2,2,1,2,1,2,2,2,0,0,0,2,1,1,2,2,2,2,2,2,0,2,2,0,0,2,-1.0,Democrat,Never,59.0,8.0
263,1,1,1,1,2,2,1,1,2,2,1,2,0,2,0,2,1,1,1,2,2,2,2,2,0,0,2,2,2,0,-0.7,Independent,Never,187.0,7.0
264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,Democrat,999,194.0,7.0
265,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1.0,Independent,Often,95.0,7.0
266,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,2,2,0,0,2,2,-1.0,Independent,Never,202.0,4.0
267,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,2,0,0,0,0,2,0,-1.0,Democrat,999,705.0,8.0
268,2,2,2,1,0,2,1,1,2,2,1,2,2,0,0,2,2,1,1,1,2,1,2,2,1,2,1,2,2,1,-0.5,Independent,Never,263.0,7.0
269,1,2,2,0,0,0,2,2,0,0,2,2,0,0,0,2,2,2,0,2,2,0,0,2,0,0,0,0,2,0,0.2,Democrat,Never,983.0,6.0
270,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,0,0,2,2,2,2,1.0,Republican,Sometimes,139.0,7.0
271,1,2,1,0,2,1,2,2,0,0,1,2,0,0,0,1,2,2,2,1,2,0,0,2,0,0,0,2,2,2,0.6,Republican,Never,367.0,8.0
272,1,2,2,2,2,2,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,2,0,0,0.1,Republican,Hardly Ever,134.0,8.0
273,1,1,1,2,2,2,1,2,1,2,2,2,0,2,0,2,1,2,2,2,2,1,2,2,1,1,0,2,2,2,-1.0,Independent,Hardly Ever,122.0,8.0
274,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,1,2,2,2,2,2,2,2,2,0,0,2,2,2,0,0.5,Independent,Hardly Ever,450.0,3.0
275,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,0,0,2,0,0,0,0,0,0,-0.4,Democrat,Never,216.0,8.0
276,2,2,2,0,2,2,1,1,2,2,2,2,0,2,0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1.0,Democrat,999,1060.0,6.0
277,2,2,1,2,2,2,2,2,0,2,2,2,0,0,0,1,2,2,2,2,2,2,0,2,0,0,0,2,0,0,0.2,Republican,Never,66.0,7.0
278,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,0.7,Independent,Sometimes,186.0,6.0
279,2,2,2,1,2,2,2,1,1,2,1,2,0,0,0,1,2,1,1,2,2,1,1,2,2,2,0,0,2,1,-1.0,Independent,Hardly Ever,78.0,8.0
280,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,0,2,0,0,2,2,-0.8,Independent,Sometimes,110.0,3.0
281,1,1,1,1,0,0,2,2,2,2,1,2,2,0,0,2,2,2,1,2,2,2,2,2,0,0,0,0,2,2,-0.5,Republican,Never,393.0,8.0
282,1,1,1,1,2,2,1,1,2,2,1,1,0,0,0,2,1,1,2,2,2,0,2,2,0,0,2,2,1,2,-1.0,Democrat,Never,180.0,7.0
283,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,1,2,2,2,2,2,2,0,0,0,0,2,0,-1.0,Democrat,Never,188.0,8.0
284,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0,Independent,Often,115.0,5.0
285,1,2,2,2,2,2,2,2,2,0,1,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,0,0,2,2,-1.0,Independent,Sometimes,147.0,4.0
286,1,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,1,1,1,1,1,0,2,2,0,0,0,2,2,2,-1.0,Independent,Never,335.0,6.0
287,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,2,1,2,0,0,2,2,0,0,0,2,0,-1.0,Republican,Never,161.0,7.0
288,2,2,2,2,2,1,2,2,2,2,2,2,0,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.6,Republican,Hardly Ever,84.0,7.0
289,2,2,2,1,2,2,2,1,1,2,1,2,0,0,0,2,2,1,1,2,2,2,2,2,0,2,2,0,0,2,-1.0,Democrat,Never,92.0,8.0
290,1,1,1,1,2,0,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,-1.0,Democrat,Often,89.0,4.0
291,1,1,1,1,0,0,0,1,0,2,1,0,0,0,0,2,1,2,1,2,2,0,2,2,2,2,2,0,2,2,-1.0,Independent,Often,203.0,8.0
292,2,2,2,0,0,2,2,2,0,0,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,Independent,Sometimes,538.0,4.0
293,1,1,1,0,2,1,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,0,0,2,0,0,0,0,0,0,0.8,Republican,Hardly Ever,1091.0,7.0
294,2,2,2,1,2,2,2,2,1,2,1,2,2,0,0,2,2,2,2,2,2,1,2,2,2,2,2,0,2,1,-0.8,Democrat,Never,360.0,5.0
295,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-1.0,Independent,Sometimes,147.0,3.0
296,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,0,0.6,Republican,Sometimes,66.0,7.0
297,2,2,2,1,2,2,1,1,2,2,1,2,2,0,0,1,2,2,1,2,2,2,2,2,2,2,0,0,2,1,-1.0,Democrat,Sometimes,90.0,8.0
298,0,2,2,2,1,1,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1.0,Republican,Never,89.0,8.0
299,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,0.9,Republican,Sometimes,78.0,5.0
300,1,2,1,1,2,2,1,1,2,2,2,0,0,0,2,2,2,2,1,0,2,2,2,2,0,2,0,0,2,2,-1.0,Democrat,Often,710.0,8.0
301,1,1,2,0,2,0,0,2,2,0,0,2,0,0,0,2,1,1,2,2,2,0,0,2,0,0,0,0,0,0,0.2,Independent,Hardly Ever,91.0,7.0
302,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2,0,0,2,0,2,2,1.0,Independent,Sometimes,200.0,7.0
303,2,2,2,0,0,0,2,0,2,0,0,0,0,0,0,2,2,1,2,2,2,0,2,2,0,0,0,0,2,0,-1.0,Democrat,Never,85.0,8.0
304,2,2,1,2,2,0,2,2,2,0,2,2,0,0,0,2,1,2,2,2,2,0,2,2,2,0,0,2,2,0,0.9,Republican,Hardly Ever,146.0,6.0
305,2,2,2,0,1,1,2,2,2,0,2,2,0,0,0,1,2,2,2,2,2,2,0,2,2,0,0,0,2,0,0.8,Republican,Never,200.0,6.0
306,1,1,1,0,0,2,2,2,0,0,2,2,0,0,0,1,1,1,2,2,2,0,2,2,0,0,0,0,0,0,-0.8,Republican,Hardly Ever,425.0,4.0
307,1,1,1,1,2,2,1,1,1,2,1,1,2,0,2,2,1,1,2,1,1,1,2,1,1,0,2,1,1,2,-1.0,Democrat,Hardly Ever,127.0,8.0
308,2,1,1,2,2,0,2,2,2,0,2,2,0,0,2,1,1,2,2,2,2,0,0,2,2,0,0,2,2,2,0.7,Independent,Sometimes,149.0,8.0
309,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Republican,Hardly Ever,146.0,7.0
310,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,-1.0,Democrat,Never,136.0,7.0
311,2,2,2,1,2,0,1,1,1,2,1,2,0,0,0,2,2,2,2,1,2,1,2,2,0,1,2,2,2,2,-1.0,Democrat,Never,84.0,8.0
312,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,Democrat,Hardly Ever,144.0,7.0
313,2,1,1,2,2,0,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,2,2,0,0,0,0,2,0,0.4,Independent,Never,155.0,6.0
